TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.082410	0.093144	0.067600	0.069405	0.062595	0.038311	0.077700	0.082278	0.057866	0.074944	0.067041	0.045707	0.043803	0.061352	0.075842
A	0.063593	0.078382	0.049862	0.059699	0.075739	0.040593	0.049302	0.055986	0.057313	0.082790	0.087908	0.046759	0.117917	0.073185	0.060974
person	0.089538	0.080958	0.045112	0.054105	0.070266	0.046250	0.056100	0.078674	0.057084	0.057739	0.095467	0.057102	0.077877	0.069551	0.064178
is	0.090573	0.057197	0.077559	0.045917	0.080972	0.044504	0.043109	0.060221	0.048996	0.070411	0.102453	0.054700	0.098215	0.062179	0.062994
at	0.066658	0.056983	0.057596	0.054117	0.076015	0.051135	0.057125	0.048654	0.081761	0.079628	0.091064	0.062274	0.102867	0.066030	0.048093
a	0.091015	0.060218	0.064943	0.084951	0.058461	0.033433	0.064399	0.045591	0.069352	0.043133	0.098759	0.059982	0.074655	0.077979	0.073129
diner	0.068966	0.065366	0.042366	0.065977	0.070214	0.047658	0.069004	0.057565	0.088326	0.070854	0.075997	0.054674	0.088408	0.062569	0.072055
,	0.061648	0.075897	0.051798	0.060734	0.067969	0.054104	0.052907	0.068640	0.055446	0.061957	0.096761	0.048620	0.093179	0.073289	0.077050
ordering	0.068532	0.067175	0.058964	0.061763	0.048779	0.048630	0.067489	0.061529	0.075665	0.065986	0.086593	0.056783	0.076312	0.075108	0.080692
an	0.076751	0.072534	0.054618	0.074545	0.070420	0.031884	0.056199	0.070508	0.054564	0.069345	0.088607	0.044573	0.083191	0.069023	0.083238
o	0.069509	0.096702	0.073799	0.062344	0.062592	0.046326	0.074286	0.043362	0.070750	0.079561	0.079995	0.056549	0.061531	0.057472	0.065223
##mel	0.072850	0.083947	0.059055	0.066794	0.066293	0.044051	0.055099	0.054063	0.096968	0.065275	0.061678	0.065095	0.082572	0.067520	0.058739
##ette	0.067688	0.070992	0.067821	0.077033	0.069544	0.034185	0.076836	0.065652	0.056608	0.054957	0.085165	0.057236	0.070533	0.079745	0.066004
.	0.054450	0.055247	0.049108	0.065726	0.105872	0.051907	0.061695	0.059333	0.072290	0.085075	0.084546	0.057197	0.071482	0.057365	0.068709
[SEP]	0.072051	0.080295	0.048810	0.058803	0.088819	0.038430	0.076072	0.072113	0.066627	0.053524	0.071514	0.048126	0.090889	0.061772	0.072154
