TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.055678	0.049239	0.061341	0.083457	0.088495	0.072260	0.068338	0.046347	0.093774	0.066952	0.088490	0.054572	0.050232	0.052602	0.068223
A	0.051342	0.050383	0.062421	0.065692	0.062856	0.070232	0.058400	0.071967	0.066258	0.048579	0.097874	0.061940	0.064781	0.089648	0.077626
person	0.085293	0.073809	0.070809	0.094387	0.067077	0.095017	0.065084	0.044942	0.058190	0.054954	0.056843	0.066760	0.038875	0.048142	0.079816
is	0.064532	0.064344	0.068744	0.093710	0.061242	0.078786	0.062886	0.048652	0.064579	0.063104	0.065405	0.077617	0.055519	0.088944	0.041936
at	0.059608	0.050603	0.073317	0.082949	0.051646	0.083838	0.082965	0.050741	0.082252	0.056488	0.069716	0.062173	0.052721	0.062953	0.078030
a	0.059573	0.049456	0.073771	0.108264	0.062759	0.076870	0.073556	0.069411	0.074855	0.044056	0.052577	0.085042	0.050254	0.062704	0.056851
diner	0.049243	0.049863	0.064982	0.081174	0.055300	0.076497	0.060846	0.059428	0.083948	0.071702	0.063399	0.075532	0.078527	0.087130	0.042430
,	0.056298	0.073082	0.068150	0.071719	0.074387	0.078396	0.077446	0.067790	0.069676	0.063840	0.067213	0.053235	0.054801	0.055935	0.068030
ordering	0.058270	0.056430	0.059594	0.073121	0.064839	0.085464	0.078671	0.059454	0.083834	0.058717	0.078168	0.052992	0.056639	0.064658	0.069149
an	0.054692	0.061284	0.074615	0.082336	0.058263	0.076050	0.065308	0.067497	0.068851	0.058283	0.069785	0.069328	0.056208	0.070965	0.066536
o	0.064100	0.042767	0.072606	0.094690	0.069247	0.073801	0.089289	0.047379	0.092313	0.044452	0.070047	0.073691	0.060703	0.056839	0.048074
##mel	0.056789	0.045900	0.065039	0.100749	0.076490	0.078926	0.066632	0.059319	0.084819	0.044214	0.085162	0.067243	0.060373	0.047688	0.060658
##ette	0.046734	0.053677	0.070941	0.088160	0.082164	0.077247	0.064426	0.052232	0.062038	0.052698	0.096418	0.064983	0.053083	0.072414	0.062784
.	0.057820	0.058158	0.067012	0.080362	0.082585	0.051618	0.072847	0.034713	0.108645	0.040880	0.084506	0.049162	0.052652	0.050579	0.108463
[SEP]	0.062479	0.068030	0.074714	0.071910	0.066062	0.069586	0.065368	0.044940	0.120260	0.080686	0.060335	0.062021	0.051185	0.058641	0.043783
