TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.059486	0.054996	0.080315	0.072933	0.081193	0.078806	0.081084	0.060226	0.051023	0.057453	0.062569	0.056959	0.095109	0.057741	0.050108
A	0.054362	0.042640	0.073992	0.070834	0.088298	0.064007	0.063094	0.064124	0.064044	0.048189	0.078733	0.072261	0.074159	0.085317	0.055945
person	0.055024	0.041717	0.056623	0.054582	0.077233	0.075249	0.075290	0.070844	0.065472	0.047523	0.070585	0.076667	0.063647	0.069380	0.100166
is	0.057615	0.039190	0.076182	0.042189	0.106151	0.090407	0.073164	0.069427	0.050188	0.035528	0.073251	0.076210	0.085116	0.067413	0.057971
at	0.056374	0.045756	0.035453	0.056962	0.102379	0.079227	0.100185	0.083516	0.042088	0.043438	0.070220	0.067326	0.089234	0.063441	0.064401
a	0.054944	0.050335	0.055084	0.060512	0.072195	0.087763	0.061238	0.116445	0.058467	0.057910	0.063070	0.054545	0.061414	0.083170	0.062907
diner	0.068825	0.051115	0.073995	0.061629	0.094837	0.054776	0.068508	0.085895	0.055270	0.033864	0.076432	0.071775	0.074761	0.074864	0.053455
,	0.089366	0.066306	0.044961	0.058828	0.060830	0.086185	0.073978	0.113668	0.043722	0.068941	0.068108	0.036743	0.069717	0.049342	0.069303
ordering	0.065831	0.042742	0.073074	0.048097	0.089201	0.084031	0.075575	0.099236	0.047665	0.061462	0.066522	0.070789	0.071956	0.056453	0.047367
an	0.046931	0.054500	0.054050	0.074987	0.069313	0.072175	0.080263	0.090729	0.041438	0.065197	0.072941	0.056922	0.074220	0.069586	0.076748
o	0.053151	0.049343	0.053143	0.068888	0.076703	0.094725	0.058799	0.078092	0.041697	0.058150	0.067297	0.074455	0.085836	0.071041	0.068680
##mel	0.046463	0.061280	0.067960	0.091668	0.073801	0.049049	0.076663	0.076399	0.070808	0.063823	0.059824	0.066170	0.071655	0.073071	0.051368
##ette	0.081551	0.052665	0.051872	0.049777	0.086824	0.065632	0.074131	0.055596	0.044071	0.049831	0.092401	0.078717	0.080690	0.076275	0.059966
.	0.058002	0.040835	0.055298	0.061974	0.098140	0.090843	0.078327	0.067713	0.048645	0.040057	0.073709	0.051802	0.079912	0.064985	0.089757
[SEP]	0.048267	0.044284	0.059534	0.067382	0.087966	0.080514	0.076978	0.104504	0.050639	0.041940	0.067124	0.061285	0.093852	0.060839	0.054892
