TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.082240	0.060459	0.048578	0.094260	0.065351	0.074173	0.058402	0.072658	0.061766	0.070814	0.048619	0.061708	0.065560	0.070871	0.064543
A	0.059468	0.065870	0.075847	0.071614	0.061756	0.072147	0.056380	0.072836	0.058370	0.051530	0.082440	0.056205	0.054937	0.085503	0.075097
person	0.060033	0.066962	0.047080	0.077481	0.055100	0.071971	0.061968	0.058873	0.088750	0.080958	0.069001	0.066986	0.057691	0.055829	0.081316
is	0.071564	0.064169	0.061155	0.053543	0.066476	0.071417	0.038545	0.079974	0.066068	0.077416	0.064976	0.083494	0.065416	0.065828	0.069957
at	0.060943	0.065339	0.079838	0.067437	0.040140	0.064167	0.053116	0.090131	0.071055	0.076645	0.066142	0.076438	0.059802	0.061252	0.067556
a	0.078341	0.064041	0.058279	0.064926	0.051473	0.092800	0.069850	0.048652	0.058621	0.072842	0.096007	0.050323	0.067096	0.061818	0.064931
diner	0.083128	0.081827	0.066117	0.064741	0.034446	0.085177	0.048649	0.073889	0.059063	0.060309	0.065070	0.085780	0.068165	0.057481	0.066159
,	0.087842	0.055539	0.055716	0.086096	0.048755	0.058991	0.067778	0.066108	0.067064	0.056770	0.080491	0.062848	0.078719	0.059949	0.067332
ordering	0.049020	0.069629	0.095240	0.069443	0.047400	0.101418	0.041451	0.050021	0.079256	0.080797	0.062975	0.074323	0.056165	0.045199	0.077661
an	0.071797	0.062257	0.058985	0.081394	0.063667	0.088183	0.062364	0.078311	0.072908	0.046342	0.062850	0.064518	0.061625	0.066864	0.057936
o	0.073574	0.080009	0.067231	0.069525	0.077386	0.063923	0.058039	0.058160	0.075984	0.085608	0.057376	0.049962	0.060538	0.062835	0.059848
##mel	0.080547	0.077987	0.086228	0.061713	0.051104	0.118622	0.046102	0.049754	0.081834	0.066224	0.060539	0.057330	0.062391	0.051222	0.048403
##ette	0.087463	0.067345	0.054498	0.065518	0.056508	0.107555	0.057763	0.062651	0.055983	0.059585	0.067454	0.045723	0.063795	0.063598	0.084561
.	0.061693	0.068148	0.049947	0.078525	0.060830	0.083125	0.058397	0.060581	0.078284	0.082389	0.066140	0.093272	0.044291	0.055501	0.058879
[SEP]	0.065716	0.058331	0.074757	0.077036	0.046891	0.058779	0.051861	0.050364	0.073761	0.085653	0.088251	0.082947	0.067852	0.046159	0.071644
