TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.067301	0.057967	0.057584	0.064940	0.090270	0.055246	0.087815	0.067297	0.060869	0.053587	0.072155	0.061803	0.058497	0.062124	0.082545
A	0.064243	0.060357	0.081459	0.060535	0.084398	0.062819	0.096375	0.076656	0.085635	0.048020	0.050336	0.058839	0.053127	0.053237	0.063964
person	0.065055	0.055638	0.075837	0.044699	0.069215	0.092097	0.098268	0.076063	0.068999	0.058763	0.066376	0.062105	0.060464	0.055666	0.050753
is	0.075159	0.049055	0.096284	0.059248	0.084370	0.072595	0.093800	0.066870	0.060071	0.048411	0.072159	0.050645	0.041279	0.066377	0.063675
at	0.075064	0.061936	0.080522	0.047375	0.085503	0.078993	0.079500	0.069909	0.059528	0.050602	0.066677	0.066323	0.061028	0.056882	0.060157
a	0.077975	0.060088	0.077943	0.058256	0.052237	0.088859	0.085982	0.061062	0.071240	0.059352	0.073215	0.063880	0.055914	0.060057	0.053941
diner	0.072054	0.070089	0.073625	0.056978	0.065421	0.072748	0.072399	0.080853	0.060596	0.040290	0.063621	0.060644	0.057817	0.070028	0.082837
,	0.062029	0.059550	0.069973	0.052591	0.074814	0.080194	0.089616	0.080449	0.070148	0.045239	0.066450	0.059482	0.060172	0.062765	0.066529
ordering	0.079844	0.062802	0.087039	0.060572	0.067645	0.073732	0.097510	0.063273	0.060294	0.047928	0.054030	0.065495	0.057504	0.061895	0.060437
an	0.061819	0.055661	0.064792	0.058019	0.079149	0.101293	0.106606	0.074299	0.057686	0.048331	0.068861	0.056668	0.050176	0.051200	0.065440
o	0.059278	0.054472	0.082145	0.057350	0.070791	0.076176	0.092338	0.065858	0.069168	0.063720	0.073849	0.060410	0.056814	0.056612	0.061018
##mel	0.071412	0.061409	0.081457	0.061151	0.060976	0.084403	0.075534	0.064187	0.070140	0.053238	0.059146	0.071572	0.067781	0.063208	0.054387
##ette	0.062848	0.049464	0.079091	0.067921	0.089633	0.062093	0.087583	0.066670	0.061213	0.054147	0.068722	0.059557	0.051745	0.072397	0.066916
.	0.067136	0.061320	0.070136	0.043938	0.072490	0.089443	0.094363	0.050969	0.067810	0.061924	0.071259	0.074028	0.058979	0.051150	0.065053
[SEP]	0.071319	0.051302	0.054559	0.061728	0.085637	0.067474	0.101955	0.071724	0.071952	0.055231	0.064351	0.051672	0.047167	0.081757	0.062170
